SkuShort,Brand,Country,Year,Week,NumberWorkdays,PrevNumberWorkdays,NextNumberWorkdays,AvgTemp,AvgRain,AvgSun,IsLockdown,PdtHl,PrevWeekPdtHl1,BgtHl,PrevWeekSalesHl1,PrevWeekSalesHl2,PrevYearSalesHl1,PrevYearSalesHl2,TrueSalesHl,PredSalesHl_Classic,PredSalesHl_ML
13638,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,144.1,75.56,351.0,321.0,137.6,273.5,178.9,133.254,114.06,239.0
13674,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,32.34,45.44,68.1,150.6,108.5,,,51.2424,89.9,81.0
13680,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,37.25,,,,66.3,0.0,0.0,0.0
13738,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,176.1,64.06,380.8,239.8,120.3,318.2,25.62,144.8568,185.0,265.0
13838,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,176.1,64.06,177.0,213.8,106.06,,,104.6232,154.2,188.0
13938,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,176.1,63.5,124.5,230.2,101.9,,,109.0188,132.1,155.0
14038,FRISCO,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,,,,,,8.9496,0.0,51.0
15060,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,8.29,28.14,130.2,32.84,60.38,98.06,433.5,13.968,26.72,69.0
15070,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,19.05,24.94,109.5,31.92,75.0,18.61,23.84,88.7832,45.25,34.0
15160,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,4.715,15.64,23.23,13.39,26.5,52.84,162.4,4.416,9.0,13.0
15170,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,4.215,15.82,168.4,16.88,38.97,12.44,16.72,33.3432,19.05,60.0
15260,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,3.143,11.0,26.11,7.68,32.62,47.28,168.2,8.64,12.09,9.0
15270,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,13.664,19.55,75.9,20.52,37.22,13.46,11.484,68.66640000000001,24.39,29.0
15438,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,,,0.0396,,,0.3168,0.0,52.0
15560,KINGSWOOD,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,11.49,,,,,0.0,0.0,0.0
17551,VIPER,CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,,,,,,,,1.188,0.0,41.0
41238,MIXED PALLET (CZSK),CZ,2021,15,5,4.0,5,3.277,1.754,1.525,True,325.8,,,,,,,0.0,0.0,99.0
01015,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,3250.0,3740.0,7068.0,5224.0,4690.0,7550.0,9340.0,5994.5,8052.0,7949.0
01016,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,28.58,198.2,82.1,49.9,101.7,421.0,75.4776,64.7,106.0
01027,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,11.17,8.31,7.207,7.84,18.69,11.4048,6.176,1.0
01041,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,8.57,21.42,426.5,290.2,237.0,331.0,586.0,436.52,332.5,313.0
01042,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,1125.0,,,,,0.0,0.0,252.0
01058,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,1500.0,,,,,0.0,0.0,213.0
01070,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,137.9,106.44,190.2,142.8,64.8,76.56,203.8,110.484,114.56,186.0
01071,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,854.0,1702.0,1335.0,1208.0,2868.0,1111.0,1269.0,2504.6400000000003,2027.0,1487.0
01075,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,874.5,,250.0,1168.0,,109.75,,54.8856,0.0,657.0
01076,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,5.277,,3.0,64.8,6.72,3.6,0.0,31.0
01077,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,6652.0,182.9,2066.0,5296.0,666.0,2402.0,934.5,3794.52,4172.0,5295.0
01078,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,48.7,34.2,37.72,197.4,,34.02,48.0,57.0
01095,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,0.6406,,,,,0.0,0.0,2.0
01096,PILSNER URQUELL,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,1.895,1.8,3.4,1.36,2.48,0.68,1.8,14.0
01125,ASAHI,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,0.982,1.505,3.8,0.475,0.792,0.8712,1.476,5.0
02015,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,1869.0,2130.0,1287.0,1046.0,3076.0,1450.0,1390.0,1396.2,1576.0,1632.0
02071,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,370.2,864.0,748.5,987.0,304.2,946.0,508.8,493.56,943.0,845.0
02115,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,7200.0,4664.0,12590.0,7916.0,3562.0,7476.0,6664.0,8323.9,9896.0,10651.0
02141,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,200.8,66.8,41.56,216.5,269.5,79.96,102.94,138.0
02170,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,16.11,20.47,120.56,31.77,26.61,33.44,73.56,39.996,38.44,58.0
02171,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,2038.0,1639.0,1835.0,2019.0,1194.0,1067.0,1293.0,1469.4,1844.0,1632.0
02177,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,1791.0,1666.0,1819.0,1198.0,1400.0,652.5,1435.0,3501.6,2654.0,1371.0
02181,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,5.0,,,,,0.0,0.0,0.0
02184,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,657.5,,,33.25,399.2,0.0,0.0,298.0
02215,GAMBRINUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,71.44,,305.5,229.2,260.8,246.6,274.0,280.5,330.2,280.0
02815,EXCELENT,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,1338.0,841.5,3072.0,1618.0,898.5,4440.0,1232.0,2530.4,2888.0,2281.0
02838,EXCELENT,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,0.7915,,,1.742,13.7,0.0,0.0,10.0
02841,EXCELENT,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,143.5,294.2,,192.6,148.9,84.08,193.0,126.0
02871,EXCELENT,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,204.2,314.0,481.0,519.0,422.0,328.2,348.5,475.92,634.0,416.0
02877,EXCELENT,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,,,171.4,34.8,32.4,96.0,65.2,57.72,219.0,81.0
03015,PRIMUS,CZ,2021,16,5,5.0,5,7.305,0.766,7.23,True,185.0,97.5,1014.5,746.5,446.5,759.0,1233.0,860.0,793.5,820.0
